2024-05-22,00:00:00,379.2,386.8,376.6,384.4,22374764
2024-05-23,00:00:00,380.6,384.0,376.4,381.8,18323988
2024-05-24,00:00:00,378.2,382.6,374.8,377.0,19143321
2024-05-27,00:00:00,372.0,377.6,362.4,377.4,32132068
2024-05-28,00:00:00,377.2,386.0,373.4,380.2,16614787
2024-05-29,00:00:00,377.4,379.8,369.6,371.0,27378220
2024-05-30,00:00:00,370.0,374.2,365.8,368.0,22006500
2024-05-31,00:00:00,371.2,379.0,359.8,359.8,40035868
2024-06-03,00:00:00,366.8,379.0,366.6,375.0,28125374
2024-06-04,00:00:00,375.0,379.6,373.8,377.4,18043066
2024-06-05,00:00:00,377.6,387.8,377.6,380.8,20205424
2024-06-06,00:00:00,387.4,391.0,379.0,381.6,18888938
2024-06-07,00:00:00,383.0,384.6,372.8,374.8,25247259
2024-06-11,00:00:00,367.4,377.8,367.4,373.8,26496779
2024-06-12,00:00:00,373.8,377.8,369.6,370.8,14960058
2024-06-13,00:00:00,376.4,380.6,373.6,379.8,15337042
2024-06-14,00:00:00,383.6,383.6,378.6,379.8,20859332
2024-06-17,00:00:00,376.2,385.8,374.8,381.2,15281150
2024-06-18,00:00:00,381.4,383.8,377.0,377.0,14278934
2024-06-19,00:00:00,380.4,391.0,378.4,389.0,22313477
2024-06-20,00:00:00,392.0,392.0,385.6,387.6,14049005
2024-06-21,00:00:00,383.8,385.2,378.0,381.4,25855005
2024-06-24,00:00:00,377.6,381.0,374.0,380.4,12919565
2024-06-25,00:00:00,381.8,385.0,378.6,382.0,12789522
2024-06-26,00:00:00,379.2,383.0,377.0,382.0,11886907
2024-06-27,00:00:00,379.6,380.0,372.2,374.4,17513758
2024-06-28,00:00:00,371.6,376.0,370.8,372.4,15561097
2024-07-02,00:00:00,367.0,376.2,365.2,369.2,27266647
2024-07-03,00:00:00,366.8,380.8,366.8,379.4,22256951
